Duration,Price,Night,Number_of_Flights
1155,9663,False,2
450,14714,True,2
540,5406,False,2
1440,8610,True,2
1090,14237,True,3
175,4823,False,1
90,2227,True,1
1280,12373,False,2
375,8372,False,2
870,17024,False,2
80,3100,True,1
775,14053,False,2
145,3540,True,1
1350,9345,True,2
1375,10368,True,3
325,26890,False,2
85,5755,False,1
435,7832,False,2
740,14388,False,2
1210,8839,False,3
1275,22096,True,3
135,3687,False,1
630,9627,False,2
845,13542,False,2
170,4423,True,1
985,8899,True,3
315,5583,False,2
830,6752,False,2
135,3543,False,1
435,7832,False,2
1625,10991,True,3
1655,12898,False,2
300,12898,False,2
170,3398,False,1
170,5201,True,1
920,13873,False,3
320,7384,False,2
610,10262,True,2
1655,10031,False,2
575,12384,False,2
1690,7757,False,2
840,17261,True,2
155,7298,False,1
175,7229,False,1
155,4174,True,1
280,5699,False,2
150,4880,False,1
675,15284,False,2
475,13759,False,2
530,16092,False,2
85,4392,False,1
940,10262,True,2
155,3841,False,1
175,5048,False,1
805,11096,False,2
275,5073,False,2
1110,19828,False,2
135,3739,False,1
2295,10598,True,3
185,7229,True,1
1550,8610,False,2
190,6216,False,1
170,6961,False,1
690,10703,False,2
395,14151,False,2
1655,8586,False,2
155,4488,True,1
450,7408,True,2
195,5443,False,1
575,10539,False,2
750,7723,False,2
680,15411,False,2
180,7229,False,1
155,4804,True,1
90,4050,True,1
1570,14151,False,2
295,4957,False,2
165,7591,True,1
520,11134,False,2
425,6600,True,2
165,4966,True,1
1490,15481,False,3
140,5515,True,1
660,14714,False,2
540,4959,False,2
175,7229,False,1
185,6094,True,1
155,4409,False,1
780,9794,False,2
85,5678,True,1
455,6442,False,2
160,4878,False,1
775,12446,True,2
1760,16704,True,3
300,9134,True,2
520,8586,True,2
180,7229,False,1
180,6144,False,1
165,6961,False,1
730,10844,False,2
140,3597,True,1
475,7139,False,2
1775,25139,False,3
1615,10368,False,3
765,5117,True,2
455,9211,False,2
150,4174,False,1
705,10786,False,2
1420,9134,False,2
830,13376,False,3
770,6955,True,2
590,10844,False,2
150,3807,True,1
1315,9663,False,2
1570,12373,True,2
175,4991,True,1
1215,6745,True,2
1210,10262,True,2
655,6540,False,2
150,3873,False,1
1270,15554,True,2
155,4804,True,1
1240,7438,True,2
170,6181,True,1
390,9424,True,2
1800,12725,False,3
790,6046,False,2
175,3971,True,1
1080,12692,True,2
480,7451,False,2
525,13817,True,2
750,10703,False,2
800,13817,True,2
370,27210,True,2
450,13941,True,2
1155,10246,False,2
155,4804,False,1
720,6810,True,2
180,5198,False,1
170,5613,True,1
85,4784,True,1
1385,5406,True,2
170,5228,False,1
1325,12898,True,2
135,4667,False,1
345,14781,False,2
170,5403,False,1
570,9899,False,2
535,13029,True,3
1065,9187,False,2
170,4823,True,1
1305,8665,True,3
755,14871,False,2
90,4049,False,1
135,4667,False,1
235,4226,True,2
165,7591,False,1
450,19225,True,2
1040,12898,True,2
90,2754,False,1
90,1965,False,1
1830,12835,False,3
300,52229,True,2
675,14533,False,2
170,4668,False,1
1145,11822,False,2
395,6017,True,2
450,14714,False,2
135,3597,False,1
165,3383,False,1
765,11642,False,3
170,5403,True,1
1595,14221,False,3
775,8586,True,2
90,4049,False,1
520,10262,True,2
840,7888,False,2
1410,8236,True,3
1795,12961,False,3
1330,8586,False,2
290,5279,False,2
165,3419,True,1
810,13292,True,3
800,13067,True,2
140,3597,False,1
715,15554,False,2
310,6027,False,2
705,14781,False,2
830,13376,False,3
180,3943,True,1
370,5842,False,2
140,4326,True,1
645,8937,False,2
135,3670,False,1
175,4823,True,1
90,2071,True,1
455,6093,False,2
1595,11682,True,2
285,7774,True,2
1285,13067,False,2
515,7514,False,2
510,6838,False,2
135,3858,False,1
760,6795,False,2
505,16263,True,3
1540,8576,False,2
165,5228,False,1
1760,16704,True,3
160,8872,True,1
170,3898,False,1
140,3332,False,1
435,5608,False,2
1215,13941,False,2
705,9100,False,2
155,4878,False,1
810,6416,False,2
90,2017,True,1
1475,10976,True,3
1235,10031,True,2
170,4462,True,1
275,5073,False,2
140,4326,True,1
705,10161,False,2
90,3175,False,1
770,12312,True,2
1470,12604,True,3
690,10877,False,2
240,4226,False,2
660,5406,False,2
325,8618,True,2
155,4174,False,1
310,10651,False,2
610,5963,True,2
1615,10368,False,3
435,7681,False,2
490,7485,False,2
175,4544,False,1
315,4649,False,2
140,11982,False,1
85,4995,False,1
290,5069,False,2
140,3873,True,1
140,3873,True,1
795,8907,False,2
1150,10844,True,2
1360,10844,True,2
890,9663,True,2
910,13292,True,3
425,14441,True,3
85,4050,True,1
175,6144,True,1
480,14871,False,2
165,4483,False,1
895,6979,False,2
90,8040,False,1
975,7048,False,2
170,3573,False,1
300,5054,False,2
1335,8582,True,2
330,8759,False,2
515,6442,False,2
925,8879,True,2
1260,10031,True,2
810,10368,True,3
170,3943,False,1
405,14871,True,2
90,4995,False,1
520,10791,False,2
90,2753,True,1
170,4423,False,1
155,4409,False,1
965,6117,True,2
1430,15129,True,3
1625,9345,True,2
975,8085,False,2
925,15554,False,2
170,3573,False,1
515,17073,False,2
830,6795,False,2
160,5403,False,1
145,3540,True,1
190,6216,False,1
175,3359,False,1
1720,10844,True,2
170,6961,False,1
155,4107,False,1
580,13069,False,2
1000,13357,False,3
380,6938,False,2
1620,13292,False,3
875,26743,False,3
730,13568,False,2
455,15353,False,2
140,3597,False,1
1150,10031,True,2
1200,14687,False,3
180,7229,True,1
310,10188,False,2
160,7398,False,1
1775,16704,False,3
295,8153,False,2
180,7229,False,1
750,6943,False,2
755,8937,False,2
1580,9400,False,3
795,13152,False,2
170,3419,True,1
765,7927,True,2
980,9796,True,3
160,8028,False,1
495,10759,False,3
720,10197,False,2
170,5228,True,1
660,9275,False,2
140,5277,True,1
830,13848,False,3
490,6412,False,2
730,13941,False,2
160,4668,False,1
165,3419,True,1
170,3943,True,1
1440,6528,False,2
180,7229,False,1
755,13542,False,2
1550,8529,True,2
175,8016,False,1
1025,13029,True,3
1760,15129,True,3
535,10368,True,3
185,8666,True,1
540,15554,False,2
625,26890,True,2
1005,13067,False,2
165,4544,False,1
1580,8452,True,2
795,7268,False,2
630,9627,False,2
455,9103,False,2
660,11142,False,2
170,4148,True,1
1545,10844,False,2
385,9646,False,2
85,12475,False,1
1210,15554,True,2
715,10262,False,2
170,6961,False,1
300,10262,False,2
1620,10262,False,2
170,3943,True,1
75,3625,True,1
615,13378,False,2
1490,13882,False,3
170,3943,True,1
1200,14687,False,3
330,6451,False,2
165,4878,True,1
415,8542,True,2
165,4804,False,1
315,6711,True,2
375,16108,False,2
170,3943,True,1
1165,15422,False,3
175,5694,True,1
685,12681,False,2
845,8586,True,2
165,6144,True,1
195,6015,True,1
860,7155,True,2
750,12692,False,2
320,8277,False,2
1580,9347,False,3
185,4939,True,1
90,5678,True,1
425,10844,False,2
370,7280,False,2
480,7618,False,2
725,15147,False,2
775,13941,True,2
575,11467,False,2
910,6270,False,2
700,17057,False,2
175,8016,False,1
270,4760,False,2
160,3815,False,1
150,4174,False,1
1450,12692,False,2
1700,15532,False,3
85,4995,False,1
610,12898,True,2
690,9794,False,2
170,5228,False,1
825,10262,True,2
385,9646,False,2
775,15149,True,2
265,4205,True,2
810,15147,False,2
1445,13712,False,2
965,12415,False,2
500,5192,False,3
220,5162,False,2
570,9027,False,2
1695,11134,False,2
800,10844,True,2
1070,12890,False,2
1220,14571,True,2
1685,12121,False,2
925,12373,False,2
725,10972,False,2
620,10262,True,2
745,12898,False,2
455,6442,False,2
170,5403,False,1
275,5703,False,2
675,9871,False,2
155,4174,False,1
1560,11972,False,3
145,4174,False,1
155,4804,False,1
855,12681,False,2
155,4508,False,1
1325,10262,True,2
395,16775,True,2
510,7198,False,2
1125,13014,False,3
2115,10991,False,4
135,3687,False,1
150,5530,True,1
140,3815,True,1
150,6535,False,1
455,17234,True,2
2135,19907,False,3
1590,5022,True,2
690,6305,True,2
1600,8728,False,3
180,3943,True,1
90,3175,False,1
175,7229,False,1
855,8620,False,3
1015,10657,True,2
740,7832,False,2
1775,11150,False,3
1220,25735,True,2
505,16263,True,3
830,5797,False,2
600,14237,True,3
1165,10262,False,2
1680,10262,False,2
170,3943,True,1
1040,12898,True,2
165,3419,True,1
175,8033,True,1
805,27992,True,2
775,13941,True,2
585,14388,True,2
1285,10844,True,2
940,11600,False,2
140,5277,True,1
865,10262,False,2
170,6144,True,1
395,12898,True,2
1330,13941,False,2
865,12373,False,2
150,3841,False,1
1415,10697,False,3
785,26890,False,2
90,2175,False,1
305,9476,True,2
80,3100,True,1
1375,10368,True,3
90,2017,True,1
155,3841,False,1
2240,10493,True,3
170,5126,True,1
170,3943,True,1
2170,11552,False,3
555,7934,False,2
85,6092,False,1
305,10112,True,2
135,6627,False,1
910,11507,True,3
1555,26890,True,2
340,13817,True,2
450,13364,True,2
1065,9187,False,2
140,5277,True,1
495,13492,True,2
220,5162,False,2
355,5897,False,2
150,5510,False,1
1050,17261,False,2
830,7485,False,2
135,4667,False,1
1295,14151,True,2
570,7048,False,2
520,12557,True,2
625,15965,False,3
2105,11791,False,3
855,8291,False,3
180,4990,False,1
1550,9135,False,2
150,4409,True,1
520,10844,True,2
600,10407,False,2
690,9315,False,2
450,9663,True,2
420,9264,True,2
135,3597,False,1
425,6442,True,2
480,15078,False,2
325,6218,True,2
1415,10262,False,2
395,13677,True,2
180,8016,False,1
1145,10262,False,2
155,3873,False,1
270,4812,False,2
90,2017,True,1
160,4462,True,1
1600,10231,True,3
745,6383,False,2
865,11989,False,3
170,7303,True,1
185,7229,True,1
90,4995,False,1
480,7408,False,2
1185,14960,False,3
165,4482,True,1
560,6442,False,2
180,6144,False,1
1615,15129,False,3
1275,10231,True,3
170,4823,True,1
170,4823,False,1
1015,12898,False,2
90,5678,True,1
1545,14483,True,3
90,2228,True,1
555,8018,False,2
665,15136,False,2
380,5583,False,2
1730,13381,False,3
1675,7932,False,2
735,7757,True,2
1375,13029,True,3
155,3841,False,1
170,10216,False,1
80,3100,True,1
1560,8245,False,3
525,14594,False,2
1090,14237,True,3
895,13164,False,3
450,14924,True,2
1150,10844,True,2
435,7064,False,2
700,9555,False,2
520,7155,False,2
660,12192,False,2
865,7353,False,2
275,5054,False,2
460,18485,False,3
705,10844,False,2
180,6144,False,1
90,2754,True,1
630,12327,False,2
155,3841,False,1
335,12373,True,2
1275,10231,True,3
705,7318,False,2
1200,16736,False,2
345,6195,True,2
90,2753,True,1
155,3807,False,1
2820,20064,True,3
195,5406,True,1
1275,10441,True,3
800,8066,True,2
165,6961,False,1
175,5586,False,1
320,7384,False,2
1280,20800,False,2
330,13941,False,2
180,5198,False,1
155,3807,False,1
755,13838,False,2
1580,11185,False,3
175,7229,False,1
395,10262,True,2
150,4384,True,1
1390,12819,False,3
775,7757,True,2
1590,7174,True,2
635,6674,False,2
95,2227,True,1
1025,13014,True,3
90,3175,False,1
165,6565,False,1
1720,12681,True,2
135,3687,False,1
90,3210,True,1
160,4778,True,1
455,10877,False,2
865,9187,True,2
1520,6850,True,2
590,14781,False,2
970,13227,False,3
160,4668,False,1
330,14178,False,2
1005,8066,False,2
170,3943,False,1
690,11200,False,2
585,8586,True,2
775,13044,True,2
600,8099,False,2
655,10262,False,2
460,18275,False,3
900,8475,False,2
140,3873,True,1
90,2227,True,1
2300,16389,True,3
165,5228,False,1
1265,5092,False,2
175,4777,True,1
170,3383,True,1
1555,8452,False,2
170,3943,True,1
80,3100,True,1
985,14871,False,2
175,8016,False,1
780,11789,False,2
440,10529,False,2
170,5615,True,1
315,4649,False,2
1045,12723,True,3
705,10844,False,2
1325,14714,True,2
190,6216,False,1
165,4148,False,1
320,5647,False,2
590,10844,False,2
425,6818,True,2
1245,13643,False,3
840,6358,False,2
360,14714,False,2
270,6460,False,2
890,9663,True,2
1655,13941,False,2
1440,5963,True,2
1025,13014,True,3
1010,9663,False,2
170,4423,False,1
440,21219,False,3
415,7503,True,2
160,4804,True,1
1615,15129,False,3
850,6197,False,3
140,3597,False,1
705,9100,False,2
85,4050,False,1
930,7723,False,2
1195,15129,True,3
660,12373,False,2
170,4591,True,1
135,6300,False,1
165,5176,False,1
600,12717,False,2
135,4405,False,1
380,6749,False,2
435,7064,False,2
330,16289,False,2
145,6297,False,1
90,5678,True,1
800,14388,True,2
165,7229,False,1
270,9806,False,2
345,6195,True,2
1400,13044,True,2
1000,13882,False,3
300,8147,True,2
865,8052,False,3
800,14781,False,2
750,14151,False,2
325,6704,True,2
1655,9663,False,2
155,4462,False,1
1060,8367,False,3
1300,13376,False,3
800,13067,True,2
150,5224,False,1
575,13542,False,2
175,3419,False,1
695,10444,False,3
155,4804,False,1
85,4995,False,1
295,4957,False,2
450,15554,True,2
960,9663,True,2
1450,14151,False,2
195,5601,True,1
755,7787,False,2
725,5092,False,2
730,10844,True,2
465,23583,False,3
1830,10676,False,3
435,10156,False,2
865,8627,False,2
150,4409,False,1
385,9646,False,2
900,13817,True,2
1100,13538,False,3
1195,9416,False,3
175,7229,False,1
795,10203,False,2
525,6778,False,2
90,2754,False,1
875,10991,True,3
170,4668,False,1
270,5726,False,2
805,14960,False,3
765,7480,True,2
150,4107,True,1
1450,11467,False,2
325,5796,True,2
1005,10262,True,2
1585,11543,True,4
320,5298,False,2
625,6451,True,2
150,6245,False,1
90,2071,True,1
165,4804,False,1
810,7005,False,2
400,12284,True,2
805,10203,False,2
490,6938,False,2
930,13377,False,2
600,9779,False,2
135,4667,False,1
180,4544,True,1
395,16079,True,2
1640,7064,False,2
300,15554,False,2
135,3543,False,1
170,6121,False,1
425,8075,False,2
840,13377,False,2
345,14571,False,2
160,3919,True,1
590,14231,True,2
85,2754,True,1
320,8067,False,2
930,8452,False,2
1280,15025,False,2
435,26890,False,2
350,15103,False,2
875,8586,False,2
475,10844,False,2
395,12898,True,2
1545,8586,False,2
630,11622,False,2
1855,13538,False,3
1375,13014,True,3
910,13941,True,2
1520,14151,False,2
485,13542,False,2
940,6558,False,2
710,5192,False,2
160,4878,False,1
1295,12898,False,2
320,7384,False,2
175,3898,False,1
170,3383,True,1
860,6093,False,2
660,12192,False,2
760,6795,False,2
1480,11455,False,2
165,3540,False,1
615,15898,False,2
660,9718,False,2
455,7831,False,2
750,6416,False,2
135,3739,False,1
975,8085,False,2
180,4823,False,1
1320,13376,False,3
865,8452,True,2
1595,10844,True,2
190,4851,False,1
390,6795,True,2
170,4823,False,1
450,10577,True,2
1375,12032,True,2
330,9330,False,2
355,8977,False,2
490,7005,False,2
400,10844,False,2
525,12192,True,2
165,4441,False,1
520,7575,False,2
155,4804,True,1
135,3597,False,1
1615,10413,False,2
165,8016,False,1
960,10844,True,2
1010,9663,False,2
305,6069,True,2
635,6442,False,2
720,13587,False,2
75,3100,True,1
705,14781,False,2
1270,12898,True,2
150,4804,False,1
145,4174,False,1
170,4591,True,1
1640,9663,False,2
630,8266,False,2
175,4823,False,1
185,6094,True,1
450,14178,True,2
1790,13376,False,3
80,2575,True,1
745,12395,False,2
710,10351,False,2
955,5192,False,2
490,7670,False,2
2105,11161,False,3
1295,14151,True,2
290,4775,False,2
1220,12865,False,3
75,5462,True,1
310,8382,False,2
180,4544,False,1
175,4544,False,1
425,14781,False,2
270,5158,False,2
90,5678,False,1
440,18804,False,3
90,4049,False,1
165,6565,False,1
1100,12373,True,2
165,4441,False,1
140,3597,False,1
90,5678,True,1
1420,10660,False,3
165,4544,False,1
170,4823,False,1
525,14214,False,3
475,14781,False,2
395,23533,True,2
1415,14053,True,2
1270,10262,True,2
170,4823,True,1
875,8361,False,2
2240,10493,True,3
375,17057,False,2
1560,12392,False,3
845,5883,False,2
450,12898,False,2
1005,16079,True,2
460,10678,True,2
1705,20999,False,3
300,6575,True,2
535,15129,True,3
1400,10844,True,2
855,11654,False,2
290,5069,False,2
165,5176,False,1
1375,13292,True,3
345,6386,True,2
1775,15129,False,3
155,4435,True,1
170,4591,True,1
1035,7832,True,2
155,4174,True,1
510,6148,False,2
600,9149,False,2
495,6128,False,3
370,6412,False,2
780,8073,False,2
195,4256,False,1
1165,14634,False,3
480,14067,False,2
155,4804,False,1
150,4911,False,1
380,6412,False,2
135,3543,False,1
145,3858,False,1
1195,9941,False,3
180,7229,False,1
270,8352,False,2
750,14151,False,2
465,6795,False,2
155,4804,True,1
1535,6587,True,2
370,4106,False,2
150,5510,False,1
560,15129,False,3
1125,13029,False,3
315,6582,False,2
465,5797,False,2
870,12692,True,2
135,3332,False,1
1195,10151,False,3
325,5046,True,2
1010,8907,False,2
170,5228,True,1
275,13753,True,2
745,11087,False,2
570,14781,False,2
155,5224,False,1
175,3702,False,1
85,2754,True,1
165,3383,False,1
170,5228,False,1
305,5054,True,2
615,13555,False,2
510,7408,False,2
150,5224,False,1
295,9694,False,2
505,7318,False,2
275,5054,False,2
185,4030,True,1
625,16736,False,2
75,2050,True,1
795,9977,True,3
1375,10368,True,3
355,6755,False,2
175,3502,False,1
165,6961,False,1
175,4544,False,1
150,3841,False,1
1590,24115,False,3
1555,9502,False,2
80,3100,False,1
160,4319,True,1
95,2227,True,1
140,5831,True,1
160,4804,True,1
275,5458,False,2
185,7229,True,1
910,14571,True,2
175,3919,True,1
545,6916,False,2
925,6960,False,2
280,16757,False,2
575,14871,False,2
275,5054,False,2
1855,12488,False,3
175,4823,True,1
2240,14483,True,3
1560,11989,False,3
1210,16079,True,2
1520,13067,False,2
665,6818,True,2
1430,13941,False,2
600,12927,False,2
155,4804,True,1
1235,5406,False,2
890,7318,False,2
140,3384,False,1
590,11410,True,2
450,9134,True,2
435,7832,False,2
1365,14815,False,2
170,4591,True,1
1210,12373,True,2
170,4284,True,1
1375,13941,True,2
1525,16289,False,2
305,9165,True,2
165,8016,False,1
720,5192,True,2
665,14939,True,2
1310,25735,False,2
540,14502,False,2
810,13817,True,2
505,14151,False,2
510,15077,False,2
600,12192,False,2
90,1965,False,1
140,3850,False,1
90,3175,False,1
185,7229,True,1
1425,16079,True,2
90,4392,False,1
365,54826,True,2
560,10368,False,3
1210,12898,True,2
1185,14960,False,3
835,6442,False,2
135,3597,False,1
440,18804,False,3
190,6111,False,1
195,6015,True,1
170,6121,False,1
435,6287,False,2
175,7229,False,1
455,6442,False,2
175,4544,False,1
1700,11542,False,3
520,16079,True,2
545,6076,False,2
920,10408,False,3
2240,8446,True,3
175,13663,False,1
705,10671,True,2
170,3383,True,1
910,9021,False,2
615,14533,False,2
1000,11992,False,3
140,3597,False,1
165,4077,True,1
545,9646,False,2
140,3873,True,1
1430,15129,True,3
480,6104,False,2
1995,16022,True,3
885,10562,False,2
1640,10945,False,2
145,3873,False,1
90,1840,True,1
